row_id,section,metric_level,metric_code,bucket,access_level,locale,title,body
facet_deep_A2_low_en,facets_deepdive,facet,A2,low,paid,en,"Morality low","Detailed insight: Morality is low ({{facets.A2.percentile}}th percentile)."
facet_deep_A2_low_zh,facets_deepdive,facet,A2,low,paid,zh-CN,"道德坦诚 low","深入解读：道德坦诚处于low区间（百分位 {{facets.A2.percentile}}）。"
facet_top_A2_high_en,top_facets,facet,A2,high,paid,en,"Morality high","Morality is high ({{facets.A2.percentile}}th percentile)."
facet_top_A2_high_zh,top_facets,facet,A2,high,paid,zh-CN,"道德坦诚 high","道德坦诚处于high区间（百分位 {{facets.A2.percentile}}）。"
facet_deep_A2_high_en,facets_deepdive,facet,A2,high,paid,en,"Morality high","Detailed insight: Morality is high ({{facets.A2.percentile}}th percentile)."
facet_deep_A2_high_zh,facets_deepdive,facet,A2,high,paid,zh-CN,"道德坦诚 high","深入解读：道德坦诚处于high区间（百分位 {{facets.A2.percentile}}）。"
facet_top_A3_low_en,top_facets,facet,A3,low,paid,en,"Altruism low","Altruism is low ({{facets.A3.percentile}}th percentile)."
facet_top_A3_low_zh,top_facets,facet,A3,low,paid,zh-CN,"利他 low","利他处于low区间（百分位 {{facets.A3.percentile}}）。"
facet_deep_A3_low_en,facets_deepdive,facet,A3,low,paid,en,"Altruism low","Detailed insight: Altruism is low ({{facets.A3.percentile}}th percentile)."
facet_deep_A3_low_zh,facets_deepdive,facet,A3,low,paid,zh-CN,"利他 low","深入解读：利他处于low区间（百分位 {{facets.A3.percentile}}）。"
facet_top_A3_high_en,top_facets,facet,A3,high,paid,en,"Altruism high","Altruism is high ({{facets.A3.percentile}}th percentile)."
facet_top_A3_high_zh,top_facets,facet,A3,high,paid,zh-CN,"利他 high","利他处于high区间（百分位 {{facets.A3.percentile}}）。"
facet_deep_A3_high_en,facets_deepdive,facet,A3,high,paid,en,"Altruism high","Detailed insight: Altruism is high ({{facets.A3.percentile}}th percentile)."
facet_deep_A3_high_zh,facets_deepdive,facet,A3,high,paid,zh-CN,"利他 high","深入解读：利他处于high区间（百分位 {{facets.A3.percentile}}）。"
facet_top_A4_low_en,top_facets,facet,A4,low,paid,en,"Cooperation low","Cooperation is low ({{facets.A4.percentile}}th percentile)."
facet_top_A4_low_zh,top_facets,facet,A4,low,paid,zh-CN,"合作 low","合作处于low区间（百分位 {{facets.A4.percentile}}）。"
facet_deep_A4_low_en,facets_deepdive,facet,A4,low,paid,en,"Cooperation low","Detailed insight: Cooperation is low ({{facets.A4.percentile}}th percentile)."
facet_deep_A4_low_zh,facets_deepdive,facet,A4,low,paid,zh-CN,"合作 low","深入解读：合作处于low区间（百分位 {{facets.A4.percentile}}）。"
facet_top_A4_high_en,top_facets,facet,A4,high,paid,en,"Cooperation high","Cooperation is high ({{facets.A4.percentile}}th percentile)."
facet_top_A4_high_zh,top_facets,facet,A4,high,paid,zh-CN,"合作 high","合作处于high区间（百分位 {{facets.A4.percentile}}）。"
facet_deep_A4_high_en,facets_deepdive,facet,A4,high,paid,en,"Cooperation high","Detailed insight: Cooperation is high ({{facets.A4.percentile}}th percentile)."
facet_deep_A4_high_zh,facets_deepdive,facet,A4,high,paid,zh-CN,"合作 high","深入解读：合作处于high区间（百分位 {{facets.A4.percentile}}）。"
facet_top_A5_low_en,top_facets,facet,A5,low,paid,en,"Modesty low","Modesty is low ({{facets.A5.percentile}}th percentile)."
facet_top_A5_low_zh,top_facets,facet,A5,low,paid,zh-CN,"谦逊 low","谦逊处于low区间（百分位 {{facets.A5.percentile}}）。"
facet_deep_A5_low_en,facets_deepdive,facet,A5,low,paid,en,"Modesty low","Detailed insight: Modesty is low ({{facets.A5.percentile}}th percentile)."
facet_deep_A5_low_zh,facets_deepdive,facet,A5,low,paid,zh-CN,"谦逊 low","深入解读：谦逊处于low区间（百分位 {{facets.A5.percentile}}）。"
facet_top_A5_high_en,top_facets,facet,A5,high,paid,en,"Modesty high","Modesty is high ({{facets.A5.percentile}}th percentile)."
facet_top_A5_high_zh,top_facets,facet,A5,high,paid,zh-CN,"谦逊 high","谦逊处于high区间（百分位 {{facets.A5.percentile}}）。"
facet_deep_A5_high_en,facets_deepdive,facet,A5,high,paid,en,"Modesty high","Detailed insight: Modesty is high ({{facets.A5.percentile}}th percentile)."
facet_deep_A5_high_zh,facets_deepdive,facet,A5,high,paid,zh-CN,"谦逊 high","深入解读：谦逊处于high区间（百分位 {{facets.A5.percentile}}）。"
facet_top_A6_low_en,top_facets,facet,A6,low,paid,en,"Sympathy low","Sympathy is low ({{facets.A6.percentile}}th percentile)."
facet_top_A6_low_zh,top_facets,facet,A6,low,paid,zh-CN,"同情心 low","同情心处于low区间（百分位 {{facets.A6.percentile}}）。"
facet_deep_A6_low_en,facets_deepdive,facet,A6,low,paid,en,"Sympathy low","Detailed insight: Sympathy is low ({{facets.A6.percentile}}th percentile)."
facet_deep_A6_low_zh,facets_deepdive,facet,A6,low,paid,zh-CN,"同情心 low","深入解读：同情心处于low区间（百分位 {{facets.A6.percentile}}）。"
facet_top_A6_high_en,top_facets,facet,A6,high,paid,en,"Sympathy high","Sympathy is high ({{facets.A6.percentile}}th percentile)."
facet_top_A6_high_zh,top_facets,facet,A6,high,paid,zh-CN,"同情心 high","同情心处于high区间（百分位 {{facets.A6.percentile}}）。"
facet_deep_A6_high_en,facets_deepdive,facet,A6,high,paid,en,"Sympathy high","Detailed insight: Sympathy is high ({{facets.A6.percentile}}th percentile)."
facet_deep_A6_high_zh,facets_deepdive,facet,A6,high,paid,zh-CN,"同情心 high","深入解读：同情心处于high区间（百分位 {{facets.A6.percentile}}）。"
facet_top_C1_low_en,top_facets,facet,C1,low,paid,en,"Self-Efficacy low","Self-Efficacy is low ({{facets.C1.percentile}}th percentile)."
facet_top_C1_low_zh,top_facets,facet,C1,low,paid,zh-CN,"自我效能 low","自我效能处于low区间（百分位 {{facets.C1.percentile}}）。"
facet_deep_C1_low_en,facets_deepdive,facet,C1,low,paid,en,"Self-Efficacy low","Detailed insight: Self-Efficacy is low ({{facets.C1.percentile}}th percentile)."
facet_deep_C1_low_zh,facets_deepdive,facet,C1,low,paid,zh-CN,"自我效能 low","深入解读：自我效能处于low区间（百分位 {{facets.C1.percentile}}）。"
facet_top_C1_high_en,top_facets,facet,C1,high,paid,en,"Self-Efficacy high","Self-Efficacy is high ({{facets.C1.percentile}}th percentile)."
facet_top_C1_high_zh,top_facets,facet,C1,high,paid,zh-CN,"自我效能 high","自我效能处于high区间（百分位 {{facets.C1.percentile}}）。"
facet_deep_C1_high_en,facets_deepdive,facet,C1,high,paid,en,"Self-Efficacy high","Detailed insight: Self-Efficacy is high ({{facets.C1.percentile}}th percentile)."
facet_deep_C1_high_zh,facets_deepdive,facet,C1,high,paid,zh-CN,"自我效能 high","深入解读：自我效能处于high区间（百分位 {{facets.C1.percentile}}）。"
facet_top_C2_low_en,top_facets,facet,C2,low,paid,en,"Orderliness low","Orderliness is low ({{facets.C2.percentile}}th percentile)."
facet_top_C2_low_zh,top_facets,facet,C2,low,paid,zh-CN,"条理性 low","条理性处于low区间（百分位 {{facets.C2.percentile}}）。"
facet_deep_C2_low_en,facets_deepdive,facet,C2,low,paid,en,"Orderliness low","Detailed insight: Orderliness is low ({{facets.C2.percentile}}th percentile)."
facet_deep_C2_low_zh,facets_deepdive,facet,C2,low,paid,zh-CN,"条理性 low","深入解读：条理性处于low区间（百分位 {{facets.C2.percentile}}）。"
facet_top_C2_high_en,top_facets,facet,C2,high,paid,en,"Orderliness high","Orderliness is high ({{facets.C2.percentile}}th percentile)."
facet_top_C2_high_zh,top_facets,facet,C2,high,paid,zh-CN,"条理性 high","条理性处于high区间（百分位 {{facets.C2.percentile}}）。"
facet_deep_C2_high_en,facets_deepdive,facet,C2,high,paid,en,"Orderliness high","Detailed insight: Orderliness is high ({{facets.C2.percentile}}th percentile)."
facet_deep_C2_high_zh,facets_deepdive,facet,C2,high,paid,zh-CN,"条理性 high","深入解读：条理性处于high区间（百分位 {{facets.C2.percentile}}）。"
facet_top_C3_low_en,top_facets,facet,C3,low,paid,en,"Dutifulness low","Dutifulness is low ({{facets.C3.percentile}}th percentile)."
facet_top_C3_low_zh,top_facets,facet,C3,low,paid,zh-CN,"责任感 low","责任感处于low区间（百分位 {{facets.C3.percentile}}）。"
facet_deep_C3_low_en,facets_deepdive,facet,C3,low,paid,en,"Dutifulness low","Detailed insight: Dutifulness is low ({{facets.C3.percentile}}th percentile)."
facet_deep_C3_low_zh,facets_deepdive,facet,C3,low,paid,zh-CN,"责任感 low","深入解读：责任感处于low区间（百分位 {{facets.C3.percentile}}）。"
facet_top_C3_high_en,top_facets,facet,C3,high,paid,en,"Dutifulness high","Dutifulness is high ({{facets.C3.percentile}}th percentile)."
facet_top_C3_high_zh,top_facets,facet,C3,high,paid,zh-CN,"责任感 high","责任感处于high区间（百分位 {{facets.C3.percentile}}）。"
facet_deep_C3_high_en,facets_deepdive,facet,C3,high,paid,en,"Dutifulness high","Detailed insight: Dutifulness is high ({{facets.C3.percentile}}th percentile)."
facet_deep_C3_high_zh,facets_deepdive,facet,C3,high,paid,zh-CN,"责任感 high","深入解读：责任感处于high区间（百分位 {{facets.C3.percentile}}）。"
facet_top_C4_low_en,top_facets,facet,C4,low,paid,en,"Achievement-Striving low","Achievement-Striving is low ({{facets.C4.percentile}}th percentile)."
facet_top_C4_low_zh,top_facets,facet,C4,low,paid,zh-CN,"成就追求 low","成就追求处于low区间（百分位 {{facets.C4.percentile}}）。"
facet_deep_C4_low_en,facets_deepdive,facet,C4,low,paid,en,"Achievement-Striving low","Detailed insight: Achievement-Striving is low ({{facets.C4.percentile}}th percentile)."
facet_deep_C4_low_zh,facets_deepdive,facet,C4,low,paid,zh-CN,"成就追求 low","深入解读：成就追求处于low区间（百分位 {{facets.C4.percentile}}）。"
facet_top_C4_high_en,top_facets,facet,C4,high,paid,en,"Achievement-Striving high","Achievement-Striving is high ({{facets.C4.percentile}}th percentile)."
facet_top_C4_high_zh,top_facets,facet,C4,high,paid,zh-CN,"成就追求 high","成就追求处于high区间（百分位 {{facets.C4.percentile}}）。"
facet_deep_C4_high_en,facets_deepdive,facet,C4,high,paid,en,"Achievement-Striving high","Detailed insight: Achievement-Striving is high ({{facets.C4.percentile}}th percentile)."
facet_deep_C4_high_zh,facets_deepdive,facet,C4,high,paid,zh-CN,"成就追求 high","深入解读：成就追求处于high区间（百分位 {{facets.C4.percentile}}）。"
facet_top_C5_low_en,top_facets,facet,C5,low,paid,en,"Self-Discipline low","Self-Discipline is low ({{facets.C5.percentile}}th percentile)."
facet_top_C5_low_zh,top_facets,facet,C5,low,paid,zh-CN,"自律 low","自律处于low区间（百分位 {{facets.C5.percentile}}）。"
facet_deep_C5_low_en,facets_deepdive,facet,C5,low,paid,en,"Self-Discipline low","Detailed insight: Self-Discipline is low ({{facets.C5.percentile}}th percentile)."
facet_deep_C5_low_zh,facets_deepdive,facet,C5,low,paid,zh-CN,"自律 low","深入解读：自律处于low区间（百分位 {{facets.C5.percentile}}）。"
facet_top_C5_high_en,top_facets,facet,C5,high,paid,en,"Self-Discipline high","Self-Discipline is high ({{facets.C5.percentile}}th percentile)."
facet_top_C5_high_zh,top_facets,facet,C5,high,paid,zh-CN,"自律 high","自律处于high区间（百分位 {{facets.C5.percentile}}）。"
facet_deep_C5_high_en,facets_deepdive,facet,C5,high,paid,en,"Self-Discipline high","Detailed insight: Self-Discipline is high ({{facets.C5.percentile}}th percentile)."
facet_deep_C5_high_zh,facets_deepdive,facet,C5,high,paid,zh-CN,"自律 high","深入解读：自律处于high区间（百分位 {{facets.C5.percentile}}）。"
facet_top_C6_low_en,top_facets,facet,C6,low,paid,en,"Cautiousness low","Cautiousness is low ({{facets.C6.percentile}}th percentile)."
facet_top_C6_low_zh,top_facets,facet,C6,low,paid,zh-CN,"审慎 low","审慎处于low区间（百分位 {{facets.C6.percentile}}）。"
facet_deep_C6_low_en,facets_deepdive,facet,C6,low,paid,en,"Cautiousness low","Detailed insight: Cautiousness is low ({{facets.C6.percentile}}th percentile)."
facet_deep_C6_low_zh,facets_deepdive,facet,C6,low,paid,zh-CN,"审慎 low","深入解读：审慎处于low区间（百分位 {{facets.C6.percentile}}）。"
facet_top_C6_high_en,top_facets,facet,C6,high,paid,en,"Cautiousness high","Cautiousness is high ({{facets.C6.percentile}}th percentile)."
facet_top_C6_high_zh,top_facets,facet,C6,high,paid,zh-CN,"审慎 high","审慎处于high区间（百分位 {{facets.C6.percentile}}）。"
facet_deep_C6_high_en,facets_deepdive,facet,C6,high,paid,en,"Cautiousness high","Detailed insight: Cautiousness is high ({{facets.C6.percentile}}th percentile)."
facet_deep_C6_high_zh,facets_deepdive,facet,C6,high,paid,zh-CN,"审慎 high","深入解读：审慎处于high区间（百分位 {{facets.C6.percentile}}）。"
summary_en_low,summary,domain,overall,low,free,en,Summary,"Overall profile quality {{quality.level}} (norms: {{norms.status}})."
summary_zh_low,summary,domain,overall,low,free,zh-CN,总结,"总体画像可信度等级 {{quality.level}}（常模状态：{{norms.status}}）。"
plan_en_low,action_plan,domain,overall,low,paid,en,"Action Plan","Prioritize growth facets: {{facts.top_growth_facets_text}}."
plan_zh_low,action_plan,domain,overall,low,paid,zh-CN,行动建议,优先关注成长面向：{{facts.top_growth_facets_text}}。
summary_en_mid,summary,domain,overall,mid,free,en,Summary,"Overall profile quality {{quality.level}} (norms: {{norms.status}})."
summary_zh_mid,summary,domain,overall,mid,free,zh-CN,总结,"总体画像可信度等级 {{quality.level}}（常模状态：{{norms.status}}）。"
plan_en_mid,action_plan,domain,overall,mid,paid,en,"Action Plan","Prioritize growth facets: {{facts.top_growth_facets_text}}."
plan_zh_mid,action_plan,domain,overall,mid,paid,zh-CN,行动建议,优先关注成长面向：{{facts.top_growth_facets_text}}。
summary_en_high,summary,domain,overall,high,free,en,Summary,"Overall profile quality {{quality.level}} (norms: {{norms.status}})."
summary_zh_high,summary,domain,overall,high,free,zh-CN,总结,"总体画像可信度等级 {{quality.level}}（常模状态：{{norms.status}}）。"
plan_en_high,action_plan,domain,overall,high,paid,en,"Action Plan","Prioritize growth facets: {{facts.top_growth_facets_text}}."
plan_zh_high,action_plan,domain,overall,high,paid,zh-CN,行动建议,优先关注成长面向：{{facts.top_growth_facets_text}}。
disclaimer_en,disclaimer,global,disclaimer,all,free,en,Disclaimer,"This report is for personality self-reflection and not a medical diagnosis."
disclaimer_zh,disclaimer,global,disclaimer,all,free,zh-CN,免责声明,本报告仅用于人格自我了解，不构成医学或精神健康诊断。
