combination_key,o_band,c_band,e_band,a_band,n_band,nearest_canonical_profile_key,profile_label_zh,profile_match_confidence,canonical_profile_usage,profile_label_public_allowed,interpretation_scope,tension_level,primary_axis_zh,primary_trait_band_assets,primary_coupling_assets,facet_route_priorities,scenario_priorities,runtime_use,production_use_allowed,ready_for_pilot
O2_C3_E1_A2_N5,low,mid,very_low,low,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低外向 / 低开放,O_low|C_mid|E_very_low|A_low|N_very_high,n_high_x_e_low|a_low_x_n_high,压力信号感知|恢复阈值|进入门槛|现实过滤下的开放|边界表达,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E1_A3_N1,low,mid,very_low,mid,very_low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,clear_signature,medium,实际五维路由｜低情绪 / 低外向 / 低开放,O_low|C_mid|E_very_low|A_mid|N_very_low,,进入门槛|现实过滤下的开放,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O2_C3_E1_A3_N2,low,mid,very_low,mid,low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,clear_signature,medium,实际五维路由｜低外向 / 低情绪 / 低开放,O_low|C_mid|E_very_low|A_mid|N_low,,进入门槛|现实过滤下的开放,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O2_C3_E1_A3_N3,low,mid,very_low,mid,mid,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,clear_signature,medium,实际五维路由｜低外向 / 低开放,O_low|C_mid|E_very_low|A_mid|N_mid,,进入门槛|现实过滤下的开放,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E1_A3_N4,low,mid,very_low,mid,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低外向 / 高情绪 / 低开放,O_low|C_mid|E_very_low|A_mid|N_high,n_high_x_e_low|a_mid_x_n_high,压力信号感知|恢复阈值|进入门槛|现实过滤下的开放,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E1_A3_N5,low,mid,very_low,mid,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低外向 / 低开放,O_low|C_mid|E_very_low|A_mid|N_very_high,n_high_x_e_low|a_mid_x_n_high,压力信号感知|恢复阈值|进入门槛|现实过滤下的开放,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E1_A4_N1,low,mid,very_low,high,very_low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低情绪 / 低外向 / 低开放,O_low|C_mid|E_very_low|A_high|N_very_low,,进入门槛|现实过滤下的开放|合作承接|关系缓冲,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O2_C3_E1_A4_N2,low,mid,very_low,high,low,orderly_supporter,秩序维护型支持者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低外向 / 低情绪 / 低开放,O_low|C_mid|E_very_low|A_high|N_low,,进入门槛|现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|collaboration|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E1_A4_N3,low,mid,very_low,high,mid,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低外向 / 低开放 / 高宜人,O_low|C_mid|E_very_low|A_high|N_mid,,进入门槛|现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E1_A4_N4,low,mid,very_low,high,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低外向 / 高情绪 / 低开放,O_low|C_mid|E_very_low|A_high|N_high,n_high_x_e_low,压力信号感知|恢复阈值|进入门槛|现实过滤下的开放|合作承接,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E1_A4_N5,low,mid,very_low,high,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低外向 / 低开放,O_low|C_mid|E_very_low|A_high|N_very_high,n_high_x_e_low,压力信号感知|恢复阈值|进入门槛|现实过滤下的开放|合作承接,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E1_A5_N1,low,mid,very_low,very_high,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低情绪 / 低外向 / 高宜人,O_low|C_mid|E_very_low|A_very_high|N_very_low,,进入门槛|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E1_A5_N2,low,mid,very_low,very_high,low,orderly_supporter,秩序维护型支持者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低外向 / 高宜人 / 低情绪,O_low|C_mid|E_very_low|A_very_high|N_low,,进入门槛|现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|collaboration|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E1_A5_N3,low,mid,very_low,very_high,mid,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低外向 / 高宜人 / 低开放,O_low|C_mid|E_very_low|A_very_high|N_mid,,进入门槛|现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E1_A5_N4,low,mid,very_low,very_high,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低外向 / 高宜人 / 高情绪,O_low|C_mid|E_very_low|A_very_high|N_high,n_high_x_e_low,压力信号感知|恢复阈值|进入门槛|现实过滤下的开放|合作承接,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E1_A5_N5,low,mid,very_low,very_high,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低外向 / 高宜人,O_low|C_mid|E_very_low|A_very_high|N_very_high,n_high_x_e_low,压力信号感知|恢复阈值|进入门槛|现实过滤下的开放|合作承接,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E2_A1_N1,low,mid,low,very_low,very_low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,clear_signature,medium,实际五维路由｜低情绪 / 低宜人 / 低开放,O_low|C_mid|E_low|A_very_low|N_very_low,,进入门槛|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O2_C3_E2_A1_N2,low,mid,low,very_low,low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,clear_signature,medium,实际五维路由｜低宜人 / 低情绪 / 低开放,O_low|C_mid|E_low|A_very_low|N_low,,进入门槛|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O2_C3_E2_A1_N3,low,mid,low,very_low,mid,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,clear_signature,medium,实际五维路由｜低宜人 / 低开放 / 低外向,O_low|C_mid|E_low|A_very_low|N_mid,,进入门槛|现实过滤下的开放|边界表达|冲突敏感,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E2_A1_N4,low,mid,low,very_low,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低宜人 / 高情绪 / 低开放,O_low|C_mid|E_low|A_very_low|N_high,n_high_x_e_low|a_low_x_n_high,压力信号感知|恢复阈值|进入门槛|现实过滤下的开放|边界表达,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E2_A1_N5,low,mid,low,very_low,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低宜人 / 低开放,O_low|C_mid|E_low|A_very_low|N_very_high,n_high_x_e_low|a_low_x_n_high,压力信号感知|恢复阈值|进入门槛|现实过滤下的开放|边界表达,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E2_A2_N1,low,mid,low,low,very_low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,clear_signature,medium,实际五维路由｜低情绪 / 低开放 / 低外向,O_low|C_mid|E_low|A_low|N_very_low,,进入门槛|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O2_C3_E2_A2_N2,low,mid,low,low,low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,balanced_or_diffuse,low,实际五维路由｜低情绪 / 低开放 / 低外向,O_low|C_mid|E_low|A_low|N_low,,进入门槛|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O2_C3_E2_A2_N3,low,mid,low,low,mid,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,balanced_or_diffuse,low,实际五维路由｜低开放 / 低外向 / 低宜人,O_low|C_mid|E_low|A_low|N_mid,,进入门槛|现实过滤下的开放|边界表达|冲突敏感,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E2_A2_N4,low,mid,low,low,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 低开放 / 低外向,O_low|C_mid|E_low|A_low|N_high,n_high_x_e_low|a_low_x_n_high,压力信号感知|恢复阈值|进入门槛|现实过滤下的开放|边界表达,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E2_A2_N5,low,mid,low,low,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低开放 / 低外向,O_low|C_mid|E_low|A_low|N_very_high,n_high_x_e_low|a_low_x_n_high,压力信号感知|恢复阈值|进入门槛|现实过滤下的开放|边界表达,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E2_A3_N1,low,mid,low,mid,very_low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,clear_signature,medium,实际五维路由｜低情绪 / 低开放 / 低外向,O_low|C_mid|E_low|A_mid|N_very_low,,进入门槛|现实过滤下的开放,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O2_C3_E2_A3_N2,low,mid,low,mid,low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,balanced_or_diffuse,low,实际五维路由｜低情绪 / 低开放 / 低外向,O_low|C_mid|E_low|A_mid|N_low,,进入门槛|现实过滤下的开放,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O2_C3_E2_A3_N3,low,mid,low,mid,mid,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,balanced_or_diffuse,low,实际五维路由｜低开放 / 低外向,O_low|C_mid|E_low|A_mid|N_mid,,进入门槛|现实过滤下的开放,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E2_A3_N4,low,mid,low,mid,high,sensitive_independent_thinker,敏锐的独立思考者,medium,nearest_route_only,conditional,high_tension_or_mixed,high,高情绪 × 低开放 × 低外向,O_low|C_mid|E_low|A_mid|N_high,n_high_x_e_low|a_mid_x_n_high,压力信号感知|恢复阈值|进入门槛|现实过滤下的开放,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E2_A3_N5,low,mid,low,mid,very_high,overloaded_internalizer,高负荷内耗型,medium,nearest_route_only,conditional,high_tension_or_mixed,very_high,高情绪 × 低开放 × 低外向,O_low|C_mid|E_low|A_mid|N_very_high,n_high_x_e_low|a_mid_x_n_high,压力信号感知|恢复阈值|进入门槛|现实过滤下的开放,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E2_A4_N1,low,mid,low,high,very_low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低情绪 / 低开放 / 低外向,O_low|C_mid|E_low|A_high|N_very_low,,进入门槛|现实过滤下的开放|合作承接|关系缓冲,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O2_C3_E2_A4_N2,low,mid,low,high,low,orderly_supporter,秩序维护型支持者,low,generic_band_route,false,high_tension_or_mixed,medium,实际五维路由｜低情绪 / 低开放 / 低外向,O_low|C_mid|E_low|A_high|N_low,,进入门槛|现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|collaboration|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E2_A4_N3,low,mid,low,high,mid,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,medium,实际五维路由｜低开放 / 低外向 / 高宜人,O_low|C_mid|E_low|A_high|N_mid,,进入门槛|现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E2_A4_N4,low,mid,low,high,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 低开放 / 低外向,O_low|C_mid|E_low|A_high|N_high,n_high_x_e_low,压力信号感知|恢复阈值|进入门槛|现实过滤下的开放|合作承接,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E2_A4_N5,low,mid,low,high,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低开放 / 低外向,O_low|C_mid|E_low|A_high|N_very_high,n_high_x_e_low,压力信号感知|恢复阈值|进入门槛|现实过滤下的开放|合作承接,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E2_A5_N1,low,mid,low,very_high,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低情绪 / 高宜人 / 低开放,O_low|C_mid|E_low|A_very_high|N_very_low,,进入门槛|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E2_A5_N2,low,mid,low,very_high,low,orderly_supporter,秩序维护型支持者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高宜人 / 低情绪 / 低开放,O_low|C_mid|E_low|A_very_high|N_low,,进入门槛|现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|collaboration|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E2_A5_N3,low,mid,low,very_high,mid,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高宜人 / 低开放 / 低外向,O_low|C_mid|E_low|A_very_high|N_mid,,进入门槛|现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E2_A5_N4,low,mid,low,very_high,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高宜人 / 高情绪 / 低开放,O_low|C_mid|E_low|A_very_high|N_high,n_high_x_e_low,压力信号感知|恢复阈值|进入门槛|现实过滤下的开放|合作承接,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E2_A5_N5,low,mid,low,very_high,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 高宜人 / 低开放,O_low|C_mid|E_low|A_very_high|N_very_high,n_high_x_e_low,压力信号感知|恢复阈值|进入门槛|现实过滤下的开放|合作承接,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E3_A1_N1,low,mid,mid,very_low,very_low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,clear_signature,medium,实际五维路由｜低情绪 / 低宜人 / 低开放,O_low|C_mid|E_mid|A_very_low|N_very_low,,现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O2_C3_E3_A1_N2,low,mid,mid,very_low,low,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,clear_signature,medium,实际五维路由｜低宜人 / 低情绪 / 低开放,O_low|C_mid|E_mid|A_very_low|N_low,,现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E3_A1_N3,low,mid,mid,very_low,mid,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,clear_signature,medium,实际五维路由｜低宜人 / 低开放,O_low|C_mid|E_mid|A_very_low|N_mid,,现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E3_A1_N4,low,mid,mid,very_low,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低宜人 / 高情绪 / 低开放,O_low|C_mid|E_mid|A_very_low|N_high,a_low_x_n_high,压力信号感知|恢复阈值|现实过滤下的开放|边界表达|冲突敏感,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E3_A1_N5,low,mid,mid,very_low,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低宜人 / 低开放,O_low|C_mid|E_mid|A_very_low|N_very_high,a_low_x_n_high,压力信号感知|恢复阈值|现实过滤下的开放|边界表达|冲突敏感,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E3_A2_N1,low,mid,mid,low,very_low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,clear_signature,medium,实际五维路由｜低情绪 / 低开放 / 低宜人,O_low|C_mid|E_mid|A_low|N_very_low,,现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O2_C3_E3_A2_N2,low,mid,mid,low,low,orderly_supporter,秩序维护型支持者,low,generic_band_route,false,balanced_or_diffuse,low,实际五维路由｜低情绪 / 低开放 / 低宜人,O_low|C_mid|E_mid|A_low|N_low,,现实过滤下的开放|边界表达|冲突敏感,workplace|relationships|collaboration|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E3_A2_N3,low,mid,mid,low,mid,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,balanced_or_diffuse,low,实际五维路由｜低开放 / 低宜人,O_low|C_mid|E_mid|A_low|N_mid,,现实过滤下的开放|边界表达|冲突敏感,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O2_C3_E3_A2_N4,low,mid,mid,low,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 低开放 / 低宜人,O_low|C_mid|E_mid|A_low|N_high,a_low_x_n_high,压力信号感知|恢复阈值|现实过滤下的开放|边界表达|冲突敏感,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E3_A2_N5,low,mid,mid,low,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低开放 / 低宜人,O_low|C_mid|E_mid|A_low|N_very_high,a_low_x_n_high,压力信号感知|恢复阈值|现实过滤下的开放|边界表达|冲突敏感,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E3_A3_N1,low,mid,mid,mid,very_low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,clear_signature,medium,实际五维路由｜低情绪 / 低开放,O_low|C_mid|E_mid|A_mid|N_very_low,,现实过滤下的开放,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O2_C3_E3_A3_N2,low,mid,mid,mid,low,orderly_supporter,秩序维护型支持者,low,generic_band_route,false,balanced_or_diffuse,low,实际五维路由｜低情绪 / 低开放,O_low|C_mid|E_mid|A_mid|N_low,,现实过滤下的开放,workplace|relationships|collaboration|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E3_A3_N3,low,mid,mid,mid,mid,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,balanced_or_diffuse,low,结构未强突出｜优先看场景表现,O_low|C_mid|E_mid|A_mid|N_mid,,现实过滤下的开放,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O2_C3_E3_A3_N4,low,mid,mid,mid,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,medium,实际五维路由｜高情绪 / 低开放,O_low|C_mid|E_mid|A_mid|N_high,a_mid_x_n_high,压力信号感知|恢复阈值|现实过滤下的开放,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E3_A3_N5,low,mid,mid,mid,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 低开放,O_low|C_mid|E_mid|A_mid|N_very_high,a_mid_x_n_high,压力信号感知|恢复阈值|现实过滤下的开放,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E3_A4_N1,low,mid,mid,high,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低情绪 / 低开放 / 高宜人,O_low|C_mid|E_mid|A_high|N_very_low,,现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E3_A4_N2,low,mid,mid,high,low,orderly_supporter,秩序维护型支持者,low,generic_band_route,false,high_tension_or_mixed,medium,实际五维路由｜低情绪 / 低开放 / 高宜人,O_low|C_mid|E_mid|A_high|N_low,,现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|collaboration|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E3_A4_N3,low,mid,mid,high,mid,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,medium,实际五维路由｜低开放 / 高宜人,O_low|C_mid|E_mid|A_high|N_mid,,现实过滤下的开放|合作承接|关系缓冲,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O2_C3_E3_A4_N4,low,mid,mid,high,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,medium,实际五维路由｜高情绪 / 低开放 / 高宜人,O_low|C_mid|E_mid|A_high|N_high,,压力信号感知|恢复阈值|现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E3_A4_N5,low,mid,mid,high,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 低开放 / 高宜人,O_low|C_mid|E_mid|A_high|N_very_high,,压力信号感知|恢复阈值|现实过滤下的开放|合作承接|关系缓冲,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E3_A5_N1,low,mid,mid,very_high,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低情绪 / 高宜人 / 低开放,O_low|C_mid|E_mid|A_very_high|N_very_low,,现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E3_A5_N2,low,mid,mid,very_high,low,orderly_supporter,秩序维护型支持者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高宜人 / 低情绪 / 低开放,O_low|C_mid|E_mid|A_very_high|N_low,,现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|collaboration|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E3_A5_N3,low,mid,mid,very_high,mid,orderly_supporter,秩序维护型支持者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高宜人 / 低开放,O_low|C_mid|E_mid|A_very_high|N_mid,,现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|collaboration|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E3_A5_N4,low,mid,mid,very_high,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高宜人 / 高情绪 / 低开放,O_low|C_mid|E_mid|A_very_high|N_high,,压力信号感知|恢复阈值|现实过滤下的开放|合作承接|关系缓冲,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E3_A5_N5,low,mid,mid,very_high,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 高宜人 / 低开放,O_low|C_mid|E_mid|A_very_high|N_very_high,,压力信号感知|恢复阈值|现实过滤下的开放|合作承接|关系缓冲,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E4_A1_N1,low,mid,high,very_low,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低情绪 / 低宜人 / 低开放,O_low|C_mid|E_high|A_very_low|N_very_low,,表达强度|现实过滤下的开放|边界表达|冲突敏感,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E4_A1_N2,low,mid,high,very_low,low,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低宜人 / 低情绪 / 低开放,O_low|C_mid|E_high|A_very_low|N_low,,表达强度|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E4_A1_N3,low,mid,high,very_low,mid,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低宜人 / 低开放 / 高外向,O_low|C_mid|E_high|A_very_low|N_mid,,表达强度|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E4_A1_N4,low,mid,high,very_low,high,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低宜人 / 高情绪 / 低开放,O_low|C_mid|E_high|A_very_low|N_high,e_high_x_n_high|a_low_x_n_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放|边界表达,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E4_A1_N5,low,mid,high,very_low,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低宜人 / 低开放,O_low|C_mid|E_high|A_very_low|N_very_high,e_high_x_n_high|a_low_x_n_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放|边界表达,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E4_A2_N1,low,mid,high,low,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低情绪 / 低开放 / 高外向,O_low|C_mid|E_high|A_low|N_very_low,,表达强度|现实过滤下的开放|边界表达|冲突敏感,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E4_A2_N2,low,mid,high,low,low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,medium,实际五维路由｜低情绪 / 低开放 / 高外向,O_low|C_mid|E_high|A_low|N_low,,表达强度|现实过滤下的开放|边界表达|冲突敏感,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
