id,block,risk,issue_type,layer,file_path,line,asset_id,selector_id,slot_key,registry_key,field,evidence,recommended_fix
B5-SHARE_SAFETY-0148,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,12,candidate_content_share_safety_revised_v0_2_collaboration_friendly_excerpt_06,share_safety_revised.v0_2.collaboration_friendly_excerpt_06_selector,module_07_collaboration_manual.share_safe_surface.collaboration_friendly_excerpt.collaboration_friendly_excerpt_06.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0149,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,13,candidate_content_share_safety_revised_v0_2_what_i_am_working_on_01,share_safety_revised.v0_2.what_i_am_working_on_01_selector,module_08_share_save.share_save.safe_surface.what_i_am_working_on.what_i_am_working_on_01.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0150,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,14,candidate_content_share_safety_revised_v0_2_what_i_am_working_on_02,share_safety_revised.v0_2.what_i_am_working_on_02_selector,module_08_share_save.share_save.safe_surface.what_i_am_working_on.what_i_am_working_on_02.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0151,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,15,candidate_content_share_safety_revised_v0_2_what_i_am_working_on_03,share_safety_revised.v0_2.what_i_am_working_on_03_selector,module_08_share_save.share_save.safe_surface.what_i_am_working_on.what_i_am_working_on_03.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0152,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,16,candidate_content_share_safety_revised_v0_2_what_i_am_working_on_04,share_safety_revised.v0_2.what_i_am_working_on_04_selector,module_08_share_save.share_save.safe_surface.what_i_am_working_on.what_i_am_working_on_04.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0153,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,17,candidate_content_share_safety_revised_v0_2_what_i_am_working_on_05,share_safety_revised.v0_2.what_i_am_working_on_05_selector,module_08_share_save.share_save.safe_surface.what_i_am_working_on.what_i_am_working_on_05.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0154,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,18,candidate_content_share_safety_revised_v0_2_what_i_am_working_on_06,share_safety_revised.v0_2.what_i_am_working_on_06_selector,module_08_share_save.share_save.safe_surface.what_i_am_working_on.what_i_am_working_on_06.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0155,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,19,candidate_content_share_safety_revised_v0_2_how_to_work_with_me_01,share_safety_revised.v0_2.how_to_work_with_me_01_selector,module_07_collaboration_manual.share_safe_surface.how_to_work_with_me.how_to_work_with_me_01.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0156,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,20,candidate_content_share_safety_revised_v0_2_how_to_work_with_me_02,share_safety_revised.v0_2.how_to_work_with_me_02_selector,module_07_collaboration_manual.share_safe_surface.how_to_work_with_me.how_to_work_with_me_02.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0157,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,21,candidate_content_share_safety_revised_v0_2_how_to_work_with_me_03,share_safety_revised.v0_2.how_to_work_with_me_03_selector,module_07_collaboration_manual.share_safe_surface.how_to_work_with_me.how_to_work_with_me_03.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0158,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,22,candidate_content_share_safety_revised_v0_2_how_to_work_with_me_04,share_safety_revised.v0_2.how_to_work_with_me_04_selector,module_07_collaboration_manual.share_safe_surface.how_to_work_with_me.how_to_work_with_me_04.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0159,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,23,candidate_content_share_safety_revised_v0_2_how_to_work_with_me_05,share_safety_revised.v0_2.how_to_work_with_me_05_selector,module_07_collaboration_manual.share_safe_surface.how_to_work_with_me.how_to_work_with_me_05.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0160,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,24,candidate_content_share_safety_revised_v0_2_how_to_work_with_me_06,share_safety_revised.v0_2.how_to_work_with_me_06_selector,module_07_collaboration_manual.share_safe_surface.how_to_work_with_me.how_to_work_with_me_06.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0161,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,25,candidate_content_share_safety_revised_v0_2_safe_quote_pool_01,share_safety_revised.v0_2.safe_quote_pool_01_selector,module_08_share_save.share_save.safe_surface.safe_quote_pool.safe_quote_pool_01.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0162,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,26,candidate_content_share_safety_revised_v0_2_safe_quote_pool_02,share_safety_revised.v0_2.safe_quote_pool_02_selector,module_08_share_save.share_save.safe_surface.safe_quote_pool.safe_quote_pool_02.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0163,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,27,candidate_content_share_safety_revised_v0_2_safe_quote_pool_03,share_safety_revised.v0_2.safe_quote_pool_03_selector,module_08_share_save.share_save.safe_surface.safe_quote_pool.safe_quote_pool_03.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0164,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,28,candidate_content_share_safety_revised_v0_2_safe_quote_pool_04,share_safety_revised.v0_2.safe_quote_pool_04_selector,module_08_share_save.share_save.safe_surface.safe_quote_pool.safe_quote_pool_04.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0165,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,29,candidate_content_share_safety_revised_v0_2_safe_quote_pool_05,share_safety_revised.v0_2.safe_quote_pool_05_selector,module_08_share_save.share_save.safe_surface.safe_quote_pool.safe_quote_pool_05.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0166,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,30,candidate_content_share_safety_revised_v0_2_safe_quote_pool_06,share_safety_revised.v0_2.safe_quote_pool_06_selector,module_08_share_save.share_save.safe_surface.safe_quote_pool.safe_quote_pool_06.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0167,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,31,candidate_content_share_safety_revised_v0_2_safe_quote_pool_07,share_safety_revised.v0_2.safe_quote_pool_07_selector,module_08_share_save.share_save.safe_surface.safe_quote_pool.safe_quote_pool_07.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0168,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,32,candidate_content_share_safety_revised_v0_2_safe_quote_pool_08,share_safety_revised.v0_2.safe_quote_pool_08_selector,module_08_share_save.share_save.safe_surface.safe_quote_pool.safe_quote_pool_08.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0169,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,33,candidate_content_share_safety_revised_v0_2_surface_boundary_notice_01,share_safety_revised.v0_2.surface_boundary_notice_01_selector,module_08_share_save.share_save.safe_surface.surface_boundary_notice.surface_boundary_notice_01.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0170,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,34,candidate_content_share_safety_revised_v0_2_surface_boundary_notice_02,share_safety_revised.v0_2.surface_boundary_notice_02_selector,module_08_share_save.share_save.safe_surface.surface_boundary_notice.surface_boundary_notice_02.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0171,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,35,candidate_content_share_safety_revised_v0_2_surface_boundary_notice_03,share_safety_revised.v0_2.surface_boundary_notice_03_selector,module_08_share_save.share_save.safe_surface.surface_boundary_notice.surface_boundary_notice_03.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-SHARE_SAFETY-0172,share_safety,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/share_safety_revised_v0_2_normalized/selector_asset_candidates.jsonl,36,candidate_content_share_safety_revised_v0_2_surface_boundary_notice_04,share_safety_revised.v0_2.surface_boundary_notice_04_selector,module_08_share_save.share_save.safe_surface.surface_boundary_notice.surface_boundary_notice_04.normalized,share_safety_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-LOW_QUALITY-0173,low_quality,P1,quality_warning_spread,content_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/content_asset_candidates.jsonl,7,candidate_content_low_quality_safe_to_show_when_low_quality_v0_3,,low_quality.boundary.safe_to_show,,body_zh,低置信结果并不是全盘不可读。适合保留的内容，是五个维度的大致轮廓、少量与真实场景相关的观察问题，以及重新作答或继续记录的建议。这些信息能帮助用户开始理解自己，但不会把材料不足的地方包装成精密结论。报告也可以提示哪些模块已...,Quality warnings should be conditional and not spread into normal-result copy.
B5-LOW_QUALITY-0174,low_quality,P1,quality_warning_spread,content_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/content_asset_candidates.jsonl,7,candidate_content_low_quality_safe_to_show_when_low_quality_v0_3,,low_quality.boundary.safe_to_show,,summary_zh,低置信状态下，适合保留大方向、观察题和复测建议。,Quality warnings should be conditional and not spread into normal-result copy.
B5-LOW_QUALITY-0175,low_quality,P1,quality_warning_spread,content_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/content_asset_candidates.jsonl,7,candidate_content_low_quality_safe_to_show_when_low_quality_v0_3,,low_quality.boundary.safe_to_show,,title_zh,低置信时可以看什么,Quality warnings should be conditional and not spread into normal-result copy.
B5-LOW_QUALITY-0176,low_quality,P1,quality_warning_spread,content_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/content_asset_candidates.jsonl,8,candidate_content_low_quality_should_soften_or_hide_when_low_quality_v0_3,,low_quality.boundary.should_soften_hide,,body_zh,低置信结果里，最需要放轻的是复杂组合、细分面向、长期画像、公开分享摘要和跨时间对比。它们不是完全不能看，而是不能被写成清晰、稳定、可外传的判断。尤其当报告涉及压力、关系、协作方式时，文字应从“你是什么样”改成“可以观察什...,Quality warnings should be conditional and not spread into normal-result copy.
B5-LOW_QUALITY-0177,low_quality,P1,quality_warning_spread,content_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/content_asset_candidates.jsonl,8,candidate_content_low_quality_should_soften_or_hide_when_low_quality_v0_3,,low_quality.boundary.should_soften_hide,,summary_zh,低置信状态下，越复杂、越外显、越长期的解释越需要收窄。,Quality warnings should be conditional and not spread into normal-result copy.
B5-LOW_QUALITY-0178,low_quality,P1,quality_warning_spread,content_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/content_asset_candidates.jsonl,9,candidate_content_low_quality_non_blaming_boundary_v0_3,,low_quality.boundary.non_blaming,,body_zh,当系统提示低置信时，它描述的是本次材料的可解释程度，而不是用户的认真程度、能力或人格。作答会受到时间、环境、疲劳、情绪和理解方式影响，任何一次测评都可能出现材料偏薄的情况。更合适的处理，是把提示看成阅读说明：哪些内容可以...,Quality warnings should be conditional and not spread into normal-result copy.
B5-LOW_QUALITY-0179,low_quality,P1,quality_warning_spread,content_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/content_asset_candidates.jsonl,11,candidate_content_low_quality_share_boundary_low_quality_v0_3,,low_quality.share.boundary,,body_zh,低置信结果不适合作为公开介绍自己的材料。分享场景里，读者看不到你的作答环境、状态和完整方法边界，很容易把一句简短摘要当成确定判断。更稳的做法，是只分享中性的观察方向，例如“我最近在观察自己的沟通节奏”，而不是转发完整解释...,Quality warnings should be conditional and not spread into normal-result copy.
B5-LOW_QUALITY-0180,low_quality,P1,quality_warning_spread,content_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/content_asset_candidates.jsonl,11,candidate_content_low_quality_share_boundary_low_quality_v0_3,,low_quality.share.boundary,,summary_zh,低置信状态下，公开分享只应保留很短的中性说明。,Quality warnings should be conditional and not spread into normal-result copy.
B5-LOW_QUALITY-0181,low_quality,P1,quality_warning_spread,content_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/content_asset_candidates.jsonl,11,candidate_content_low_quality_share_boundary_low_quality_v0_3,,low_quality.share.boundary,,title_zh,低置信结果不宜外传,Quality warnings should be conditional and not spread into normal-result copy.
B5-LOW_QUALITY-0182,low_quality,P1,quality_warning_spread,content_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/content_asset_candidates.jsonl,12,candidate_content_low_quality_compare_boundary_low_quality_v0_3,,low_quality.compare.boundary,,body_zh,低置信结果进入前后对比时，最容易被误读成“我变了”或“我退步了”。但在材料偏薄的情况下，差异可能来自作答状态、环境干扰或理解方式，而不只是特质变化。此时对比页应保留边界：可以记录哪些主题再次出现，哪些说法和现实经验相符；...,Quality warnings should be conditional and not spread into normal-result copy.
B5-LOW_QUALITY-0183,low_quality,P1,quality_warning_spread,content_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/content_asset_candidates.jsonl,12,candidate_content_low_quality_compare_boundary_low_quality_v0_3,,low_quality.compare.boundary,,title_zh,低置信结果不宜做对比重点,Quality warnings should be conditional and not spread into normal-result copy.
B5-LOW_QUALITY-0184,low_quality,P1,quality_warning_spread,content_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/content_asset_candidates.jsonl,13,candidate_content_low_quality_history_boundary_low_quality_v0_3,,low_quality.history.boundary,,body_zh,低置信报告可以保存，但保存方式应不同于完整可信度较高的结果。它更像一张当时状态的便签：记录那段时间你如何回答、哪些主题吸引注意、哪些地方需要以后再确认。历史回看时，建议把它和作答环境一起理解，而不是孤立地读取文字。这样既...,Quality warnings should be conditional and not spread into normal-result copy.
B5-LOW_QUALITY-0185,low_quality,P1,quality_warning_spread,content_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/content_asset_candidates.jsonl,13,candidate_content_low_quality_history_boundary_low_quality_v0_3,,low_quality.history.boundary,,summary_zh,低置信结果可以留作当时状态记录，但不宜当作长期画像。,Quality warnings should be conditional and not spread into normal-result copy.
B5-LOW_QUALITY-0186,low_quality,P1,quality_warning_spread,content_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/content_asset_candidates.jsonl,13,candidate_content_low_quality_history_boundary_low_quality_v0_3,,low_quality.history.boundary,,title_zh,低置信报告怎么保存,Quality warnings should be conditional and not spread into normal-result copy.
B5-LOW_QUALITY-0187,low_quality,P1,quality_warning_spread,content_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/content_asset_candidates.jsonl,14,candidate_content_low_quality_next_step_low_quality_v0_3,,low_quality.next_step,,body_zh,低置信结果最适合转化成一个小观察，而不是一套完整自我说明。你可以选择一个最近反复出现的场景：开会、学习、沟通、拖延、压力恢复或关系边界。然后只问一个问题：报告里的哪句话能帮助我看清这个场景？如果一周内它多次被验证，可以保...,Quality warnings should be conditional and not spread into normal-result copy.
B5-LOW_QUALITY-0188,low_quality,P1,quality_warning_spread,content_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/content_asset_candidates.jsonl,14,candidate_content_low_quality_next_step_low_quality_v0_3,,low_quality.next_step,,summary_zh,低置信状态下，最好的下一步是观察一个具体场景。,Quality warnings should be conditional and not spread into normal-result copy.
B5-LOW_QUALITY-0189,low_quality,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/selector_asset_candidates.jsonl,1,candidate_content_low_quality_lower_confidence_explanation_v0_3,candidate_low_quality_revised_v0_3_lower_confidence_explanation_selector,module_02_quick_understanding.low_quality.explanation.lower_confidence,state_scope_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-LOW_QUALITY-0190,low_quality,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/selector_asset_candidates.jsonl,2,candidate_content_low_quality_rushed_answer_context_v0_3,candidate_low_quality_revised_v0_3_rushed_answer_context_selector,module_02_quick_understanding.low_quality.explanation.rushed_answer,state_scope_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-LOW_QUALITY-0191,low_quality,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/selector_asset_candidates.jsonl,3,candidate_content_low_quality_interrupted_context_v0_3,candidate_low_quality_revised_v0_3_interrupted_context_selector,module_02_quick_understanding.low_quality.explanation.interrupted_context,state_scope_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-LOW_QUALITY-0192,low_quality,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/selector_asset_candidates.jsonl,4,candidate_content_low_quality_inconsistent_pattern_context_v0_3,candidate_low_quality_revised_v0_3_inconsistent_pattern_context_selector,module_02_quick_understanding.low_quality.explanation.inconsistent_pattern,state_scope_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-LOW_QUALITY-0193,low_quality,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/selector_asset_candidates.jsonl,5,candidate_content_low_quality_missing_or_sparse_information_v0_3,candidate_low_quality_revised_v0_3_missing_or_sparse_information_selector,module_02_quick_understanding.low_quality.explanation.missing_information,state_scope_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-LOW_QUALITY-0194,low_quality,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/selector_asset_candidates.jsonl,6,candidate_content_low_quality_unclear_self_observation_v0_3,candidate_low_quality_revised_v0_3_unclear_self_observation_selector,module_10_method_privacy.low_quality.boundary.unclear_self_observation,state_scope_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-LOW_QUALITY-0195,low_quality,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/selector_asset_candidates.jsonl,7,candidate_content_low_quality_safe_to_show_when_low_quality_v0_3,candidate_low_quality_revised_v0_3_safe_to_show_when_low_quality_selector,module_10_method_privacy.low_quality.boundary.safe_to_show,state_scope_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-LOW_QUALITY-0196,low_quality,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/selector_asset_candidates.jsonl,8,candidate_content_low_quality_should_soften_or_hide_when_low_quality_v0_3,candidate_low_quality_revised_v0_3_should_soften_or_hide_when_low_quality_selector,module_10_method_privacy.low_quality.boundary.should_soften_hide,state_scope_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-LOW_QUALITY-0197,low_quality,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/selector_asset_candidates.jsonl,9,candidate_content_low_quality_non_blaming_boundary_v0_3,candidate_low_quality_revised_v0_3_non_blaming_boundary_selector,module_10_method_privacy.low_quality.boundary.non_blaming,state_scope_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-LOW_QUALITY-0198,low_quality,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/low_quality_revised_v0_3_normalized/selector_asset_candidates.jsonl,10,candidate_content_low_quality_retest_recommended_context_v0_3,candidate_low_quality_revised_v0_3_retest_recommended_context_selector,module_10_method_privacy.low_quality.retest.recommended,state_scope_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
