row_id,section,metric_level,metric_code,bucket,access_level,locale,title,body
facet_deep_A2_high_zh,facets_deepdive,facet,A2,high,paid,zh-CN,道德坦诚 high,深入解读：道德坦诚处于high区间（百分位 {{facets.A2.percentile}}）。
facet_top_A3_low_en,top_facets,facet,A3,low,paid,en,Altruism low,Altruism is low ({{facets.A3.percentile}}th percentile).
facet_top_A3_low_zh,top_facets,facet,A3,low,paid,zh-CN,利他 low,利他处于low区间（百分位 {{facets.A3.percentile}}）。
facet_deep_A3_low_en,facets_deepdive,facet,A3,low,paid,en,Altruism low,Detailed insight: Altruism is low ({{facets.A3.percentile}}th percentile).
facet_deep_A3_low_zh,facets_deepdive,facet,A3,low,paid,zh-CN,利他 low,深入解读：利他处于low区间（百分位 {{facets.A3.percentile}}）。
facet_top_A3_high_en,top_facets,facet,A3,high,paid,en,Altruism high,Altruism is high ({{facets.A3.percentile}}th percentile).
facet_top_A3_high_zh,top_facets,facet,A3,high,paid,zh-CN,利他 high,利他处于high区间（百分位 {{facets.A3.percentile}}）。
facet_deep_A3_high_en,facets_deepdive,facet,A3,high,paid,en,Altruism high,Detailed insight: Altruism is high ({{facets.A3.percentile}}th percentile).
facet_deep_A3_high_zh,facets_deepdive,facet,A3,high,paid,zh-CN,利他 high,深入解读：利他处于high区间（百分位 {{facets.A3.percentile}}）。
facet_top_A4_low_en,top_facets,facet,A4,low,paid,en,Cooperation low,Cooperation is low ({{facets.A4.percentile}}th percentile).
facet_top_A4_low_zh,top_facets,facet,A4,low,paid,zh-CN,合作 low,合作处于low区间（百分位 {{facets.A4.percentile}}）。
facet_deep_A4_low_en,facets_deepdive,facet,A4,low,paid,en,Cooperation low,Detailed insight: Cooperation is low ({{facets.A4.percentile}}th percentile).
facet_deep_A4_low_zh,facets_deepdive,facet,A4,low,paid,zh-CN,合作 low,深入解读：合作处于low区间（百分位 {{facets.A4.percentile}}）。
facet_top_A4_high_en,top_facets,facet,A4,high,paid,en,Cooperation high,Cooperation is high ({{facets.A4.percentile}}th percentile).
facet_top_A4_high_zh,top_facets,facet,A4,high,paid,zh-CN,合作 high,合作处于high区间（百分位 {{facets.A4.percentile}}）。
facet_deep_A4_high_en,facets_deepdive,facet,A4,high,paid,en,Cooperation high,Detailed insight: Cooperation is high ({{facets.A4.percentile}}th percentile).
facet_deep_A4_high_zh,facets_deepdive,facet,A4,high,paid,zh-CN,合作 high,深入解读：合作处于high区间（百分位 {{facets.A4.percentile}}）。
facet_top_A5_low_en,top_facets,facet,A5,low,paid,en,Modesty low,Modesty is low ({{facets.A5.percentile}}th percentile).
facet_top_A5_low_zh,top_facets,facet,A5,low,paid,zh-CN,谦逊 low,谦逊处于low区间（百分位 {{facets.A5.percentile}}）。
facet_deep_A5_low_en,facets_deepdive,facet,A5,low,paid,en,Modesty low,Detailed insight: Modesty is low ({{facets.A5.percentile}}th percentile).
facet_deep_A5_low_zh,facets_deepdive,facet,A5,low,paid,zh-CN,谦逊 low,深入解读：谦逊处于low区间（百分位 {{facets.A5.percentile}}）。
facet_top_A5_high_en,top_facets,facet,A5,high,paid,en,Modesty high,Modesty is high ({{facets.A5.percentile}}th percentile).
facet_top_A5_high_zh,top_facets,facet,A5,high,paid,zh-CN,谦逊 high,谦逊处于high区间（百分位 {{facets.A5.percentile}}）。
facet_deep_A5_high_en,facets_deepdive,facet,A5,high,paid,en,Modesty high,Detailed insight: Modesty is high ({{facets.A5.percentile}}th percentile).
facet_deep_A5_high_zh,facets_deepdive,facet,A5,high,paid,zh-CN,谦逊 high,深入解读：谦逊处于high区间（百分位 {{facets.A5.percentile}}）。
facet_top_A6_low_en,top_facets,facet,A6,low,paid,en,Sympathy low,Sympathy is low ({{facets.A6.percentile}}th percentile).
facet_top_A6_low_zh,top_facets,facet,A6,low,paid,zh-CN,同情心 low,同情心处于low区间（百分位 {{facets.A6.percentile}}）。
facet_deep_A6_low_en,facets_deepdive,facet,A6,low,paid,en,Sympathy low,Detailed insight: Sympathy is low ({{facets.A6.percentile}}th percentile).
facet_deep_A6_low_zh,facets_deepdive,facet,A6,low,paid,zh-CN,同情心 low,深入解读：同情心处于low区间（百分位 {{facets.A6.percentile}}）。
facet_top_A6_high_en,top_facets,facet,A6,high,paid,en,Sympathy high,Sympathy is high ({{facets.A6.percentile}}th percentile).
facet_top_A6_high_zh,top_facets,facet,A6,high,paid,zh-CN,同情心 high,同情心处于high区间（百分位 {{facets.A6.percentile}}）。
facet_deep_A6_high_en,facets_deepdive,facet,A6,high,paid,en,Sympathy high,Detailed insight: Sympathy is high ({{facets.A6.percentile}}th percentile).
facet_deep_A6_high_zh,facets_deepdive,facet,A6,high,paid,zh-CN,同情心 high,深入解读：同情心处于high区间（百分位 {{facets.A6.percentile}}）。
facet_top_C1_low_en,top_facets,facet,C1,low,paid,en,Self-Efficacy low,Self-Efficacy is low ({{facets.C1.percentile}}th percentile).
facet_top_C1_low_zh,top_facets,facet,C1,low,paid,zh-CN,自我效能 low,自我效能处于low区间（百分位 {{facets.C1.percentile}}）。
facet_deep_C1_low_en,facets_deepdive,facet,C1,low,paid,en,Self-Efficacy low,Detailed insight: Self-Efficacy is low ({{facets.C1.percentile}}th percentile).
facet_deep_C1_low_zh,facets_deepdive,facet,C1,low,paid,zh-CN,自我效能 low,深入解读：自我效能处于low区间（百分位 {{facets.C1.percentile}}）。
facet_top_C1_high_en,top_facets,facet,C1,high,paid,en,Self-Efficacy high,Self-Efficacy is high ({{facets.C1.percentile}}th percentile).
facet_top_C1_high_zh,top_facets,facet,C1,high,paid,zh-CN,自我效能 high,自我效能处于high区间（百分位 {{facets.C1.percentile}}）。
facet_deep_C1_high_en,facets_deepdive,facet,C1,high,paid,en,Self-Efficacy high,Detailed insight: Self-Efficacy is high ({{facets.C1.percentile}}th percentile).
facet_deep_C1_high_zh,facets_deepdive,facet,C1,high,paid,zh-CN,自我效能 high,深入解读：自我效能处于high区间（百分位 {{facets.C1.percentile}}）。
facet_top_C2_low_en,top_facets,facet,C2,low,paid,en,Orderliness low,Orderliness is low ({{facets.C2.percentile}}th percentile).
facet_top_C2_low_zh,top_facets,facet,C2,low,paid,zh-CN,条理性 low,条理性处于low区间（百分位 {{facets.C2.percentile}}）。
facet_deep_C2_low_en,facets_deepdive,facet,C2,low,paid,en,Orderliness low,Detailed insight: Orderliness is low ({{facets.C2.percentile}}th percentile).
facet_deep_C2_low_zh,facets_deepdive,facet,C2,low,paid,zh-CN,条理性 low,深入解读：条理性处于low区间（百分位 {{facets.C2.percentile}}）。
facet_top_C2_high_en,top_facets,facet,C2,high,paid,en,Orderliness high,Orderliness is high ({{facets.C2.percentile}}th percentile).
facet_top_C2_high_zh,top_facets,facet,C2,high,paid,zh-CN,条理性 high,条理性处于high区间（百分位 {{facets.C2.percentile}}）。
facet_deep_C2_high_en,facets_deepdive,facet,C2,high,paid,en,Orderliness high,Detailed insight: Orderliness is high ({{facets.C2.percentile}}th percentile).
facet_deep_C2_high_zh,facets_deepdive,facet,C2,high,paid,zh-CN,条理性 high,深入解读：条理性处于high区间（百分位 {{facets.C2.percentile}}）。
facet_top_C3_low_en,top_facets,facet,C3,low,paid,en,Dutifulness low,Dutifulness is low ({{facets.C3.percentile}}th percentile).
facet_top_C3_low_zh,top_facets,facet,C3,low,paid,zh-CN,责任感 low,责任感处于low区间（百分位 {{facets.C3.percentile}}）。
facet_deep_C3_low_en,facets_deepdive,facet,C3,low,paid,en,Dutifulness low,Detailed insight: Dutifulness is low ({{facets.C3.percentile}}th percentile).
facet_deep_C3_low_zh,facets_deepdive,facet,C3,low,paid,zh-CN,责任感 low,深入解读：责任感处于low区间（百分位 {{facets.C3.percentile}}）。
facet_top_C3_high_en,top_facets,facet,C3,high,paid,en,Dutifulness high,Dutifulness is high ({{facets.C3.percentile}}th percentile).
facet_top_C3_high_zh,top_facets,facet,C3,high,paid,zh-CN,责任感 high,责任感处于high区间（百分位 {{facets.C3.percentile}}）。
facet_deep_C3_high_en,facets_deepdive,facet,C3,high,paid,en,Dutifulness high,Detailed insight: Dutifulness is high ({{facets.C3.percentile}}th percentile).
facet_deep_C3_high_zh,facets_deepdive,facet,C3,high,paid,zh-CN,责任感 high,深入解读：责任感处于high区间（百分位 {{facets.C3.percentile}}）。
facet_top_C4_low_en,top_facets,facet,C4,low,paid,en,Achievement-Striving low,Achievement-Striving is low ({{facets.C4.percentile}}th percentile).
facet_top_C4_low_zh,top_facets,facet,C4,low,paid,zh-CN,成就追求 low,成就追求处于low区间（百分位 {{facets.C4.percentile}}）。
facet_deep_C4_low_en,facets_deepdive,facet,C4,low,paid,en,Achievement-Striving low,Detailed insight: Achievement-Striving is low ({{facets.C4.percentile}}th percentile).
facet_deep_C4_low_zh,facets_deepdive,facet,C4,low,paid,zh-CN,成就追求 low,深入解读：成就追求处于low区间（百分位 {{facets.C4.percentile}}）。
facet_top_C4_high_en,top_facets,facet,C4,high,paid,en,Achievement-Striving high,Achievement-Striving is high ({{facets.C4.percentile}}th percentile).
facet_top_C4_high_zh,top_facets,facet,C4,high,paid,zh-CN,成就追求 high,成就追求处于high区间（百分位 {{facets.C4.percentile}}）。
facet_deep_C4_high_en,facets_deepdive,facet,C4,high,paid,en,Achievement-Striving high,Detailed insight: Achievement-Striving is high ({{facets.C4.percentile}}th percentile).
facet_deep_C4_high_zh,facets_deepdive,facet,C4,high,paid,zh-CN,成就追求 high,深入解读：成就追求处于high区间（百分位 {{facets.C4.percentile}}）。
facet_top_C5_low_en,top_facets,facet,C5,low,paid,en,Self-Discipline low,Self-Discipline is low ({{facets.C5.percentile}}th percentile).
facet_top_C5_low_zh,top_facets,facet,C5,low,paid,zh-CN,自律 low,自律处于low区间（百分位 {{facets.C5.percentile}}）。
facet_deep_C5_low_en,facets_deepdive,facet,C5,low,paid,en,Self-Discipline low,Detailed insight: Self-Discipline is low ({{facets.C5.percentile}}th percentile).
facet_deep_C5_low_zh,facets_deepdive,facet,C5,low,paid,zh-CN,自律 low,深入解读：自律处于low区间（百分位 {{facets.C5.percentile}}）。
facet_top_C5_high_en,top_facets,facet,C5,high,paid,en,Self-Discipline high,Self-Discipline is high ({{facets.C5.percentile}}th percentile).
facet_top_C5_high_zh,top_facets,facet,C5,high,paid,zh-CN,自律 high,自律处于high区间（百分位 {{facets.C5.percentile}}）。
facet_deep_C5_high_en,facets_deepdive,facet,C5,high,paid,en,Self-Discipline high,Detailed insight: Self-Discipline is high ({{facets.C5.percentile}}th percentile).
facet_deep_C5_high_zh,facets_deepdive,facet,C5,high,paid,zh-CN,自律 high,深入解读：自律处于high区间（百分位 {{facets.C5.percentile}}）。
facet_top_C6_low_en,top_facets,facet,C6,low,paid,en,Cautiousness low,Cautiousness is low ({{facets.C6.percentile}}th percentile).
facet_top_C6_low_zh,top_facets,facet,C6,low,paid,zh-CN,审慎 low,审慎处于low区间（百分位 {{facets.C6.percentile}}）。
facet_deep_C6_low_en,facets_deepdive,facet,C6,low,paid,en,Cautiousness low,Detailed insight: Cautiousness is low ({{facets.C6.percentile}}th percentile).
facet_deep_C6_low_zh,facets_deepdive,facet,C6,low,paid,zh-CN,审慎 low,深入解读：审慎处于low区间（百分位 {{facets.C6.percentile}}）。
facet_top_C6_high_en,top_facets,facet,C6,high,paid,en,Cautiousness high,Cautiousness is high ({{facets.C6.percentile}}th percentile).
facet_top_C6_high_zh,top_facets,facet,C6,high,paid,zh-CN,审慎 high,审慎处于high区间（百分位 {{facets.C6.percentile}}）。
facet_deep_C6_high_en,facets_deepdive,facet,C6,high,paid,en,Cautiousness high,Detailed insight: Cautiousness is high ({{facets.C6.percentile}}th percentile).
facet_deep_C6_high_zh,facets_deepdive,facet,C6,high,paid,zh-CN,审慎 high,深入解读：审慎处于high区间（百分位 {{facets.C6.percentile}}）。
summary_en_low,summary,domain,overall,low,free,en,Summary,Overall profile quality {{quality.level}} (norms: {{norms.status}}).
summary_zh_low,summary,domain,overall,low,free,zh-CN,总结,总体画像可信度等级 {{quality.level}}（常模状态：{{norms.status}}）。
plan_en_low,action_plan,domain,overall,low,paid,en,Action Plan,Prioritize growth facets: {{facts.top_growth_facets_text}}.
plan_zh_low,action_plan,domain,overall,low,paid,zh-CN,行动建议,优先关注成长面向：{{facts.top_growth_facets_text}}。
summary_en_mid,summary,domain,overall,mid,free,en,Summary,Overall profile quality {{quality.level}} (norms: {{norms.status}}).
summary_zh_mid,summary,domain,overall,mid,free,zh-CN,总结,总体画像可信度等级 {{quality.level}}（常模状态：{{norms.status}}）。
plan_en_mid,action_plan,domain,overall,mid,paid,en,Action Plan,Prioritize growth facets: {{facts.top_growth_facets_text}}.
plan_zh_mid,action_plan,domain,overall,mid,paid,zh-CN,行动建议,优先关注成长面向：{{facts.top_growth_facets_text}}。
summary_en_high,summary,domain,overall,high,free,en,Summary,Overall profile quality {{quality.level}} (norms: {{norms.status}}).
summary_zh_high,summary,domain,overall,high,free,zh-CN,总结,总体画像可信度等级 {{quality.level}}（常模状态：{{norms.status}}）。
plan_en_high,action_plan,domain,overall,high,paid,en,Action Plan,Prioritize growth facets: {{facts.top_growth_facets_text}}.
plan_zh_high,action_plan,domain,overall,high,paid,zh-CN,行动建议,优先关注成长面向：{{facts.top_growth_facets_text}}。
facet_deep_N1_extreme_low_en,facets_deepdive,facet,N1,extreme_low,paid,en,Anxiety extreme low,Detailed insight: Anxiety is extremely low ({{facets.N1.percentile}}th percentile).
facet_deep_N1_extreme_high_en,facets_deepdive,facet,N1,extreme_high,paid,en,Anxiety extreme high,Detailed insight: Anxiety is extremely high ({{facets.N1.percentile}}th percentile).
facet_deep_N1_extreme_low_zh,facets_deepdive,facet,N1,extreme_low,paid,zh-CN,焦虑 极低,深入解读：焦虑处于极低区间（百分位 {{facets.N1.percentile}}）。
facet_deep_N1_extreme_high_zh,facets_deepdive,facet,N1,extreme_high,paid,zh-CN,焦虑 极高,深入解读：焦虑处于极高区间（百分位 {{facets.N1.percentile}}）。
facet_deep_N2_extreme_low_en,facets_deepdive,facet,N2,extreme_low,paid,en,Anger extreme low,Detailed insight: Anger is extremely low ({{facets.N2.percentile}}th percentile).
facet_deep_N2_extreme_high_en,facets_deepdive,facet,N2,extreme_high,paid,en,Anger extreme high,Detailed insight: Anger is extremely high ({{facets.N2.percentile}}th percentile).
facet_deep_N2_extreme_low_zh,facets_deepdive,facet,N2,extreme_low,paid,zh-CN,愤怒 极低,深入解读：愤怒处于极低区间（百分位 {{facets.N2.percentile}}）。
facet_deep_N2_extreme_high_zh,facets_deepdive,facet,N2,extreme_high,paid,zh-CN,愤怒 极高,深入解读：愤怒处于极高区间（百分位 {{facets.N2.percentile}}）。
facet_deep_N3_extreme_low_en,facets_deepdive,facet,N3,extreme_low,paid,en,Depression extreme low,Detailed insight: Depression is extremely low ({{facets.N3.percentile}}th percentile).
facet_deep_N3_extreme_high_en,facets_deepdive,facet,N3,extreme_high,paid,en,Depression extreme high,Detailed insight: Depression is extremely high ({{facets.N3.percentile}}th percentile).
facet_deep_N3_extreme_low_zh,facets_deepdive,facet,N3,extreme_low,paid,zh-CN,抑郁 极低,深入解读：抑郁处于极低区间（百分位 {{facets.N3.percentile}}）。
facet_deep_N3_extreme_high_zh,facets_deepdive,facet,N3,extreme_high,paid,zh-CN,抑郁 极高,深入解读：抑郁处于极高区间（百分位 {{facets.N3.percentile}}）。
facet_deep_N4_extreme_low_en,facets_deepdive,facet,N4,extreme_low,paid,en,Self-Consciousness extreme low,Detailed insight: Self-Consciousness is extremely low ({{facets.N4.percentile}}th percentile).
facet_deep_N4_extreme_high_en,facets_deepdive,facet,N4,extreme_high,paid,en,Self-Consciousness extreme high,Detailed insight: Self-Consciousness is extremely high ({{facets.N4.percentile}}th percentile).
facet_deep_N4_extreme_low_zh,facets_deepdive,facet,N4,extreme_low,paid,zh-CN,自我意识 极低,深入解读：自我意识处于极低区间（百分位 {{facets.N4.percentile}}）。
facet_deep_N4_extreme_high_zh,facets_deepdive,facet,N4,extreme_high,paid,zh-CN,自我意识 极高,深入解读：自我意识处于极高区间（百分位 {{facets.N4.percentile}}）。
facet_deep_N5_extreme_low_en,facets_deepdive,facet,N5,extreme_low,paid,en,Immoderation extreme low,Detailed insight: Immoderation is extremely low ({{facets.N5.percentile}}th percentile).
facet_deep_N5_extreme_high_en,facets_deepdive,facet,N5,extreme_high,paid,en,Immoderation extreme high,Detailed insight: Immoderation is extremely high ({{facets.N5.percentile}}th percentile).
facet_deep_N5_extreme_low_zh,facets_deepdive,facet,N5,extreme_low,paid,zh-CN,冲动放纵 极低,深入解读：冲动放纵处于极低区间（百分位 {{facets.N5.percentile}}）。
facet_deep_N5_extreme_high_zh,facets_deepdive,facet,N5,extreme_high,paid,zh-CN,冲动放纵 极高,深入解读：冲动放纵处于极高区间（百分位 {{facets.N5.percentile}}）。
facet_deep_N6_extreme_low_en,facets_deepdive,facet,N6,extreme_low,paid,en,Vulnerability extreme low,Detailed insight: Vulnerability is extremely low ({{facets.N6.percentile}}th percentile).
facet_deep_N6_extreme_high_en,facets_deepdive,facet,N6,extreme_high,paid,en,Vulnerability extreme high,Detailed insight: Vulnerability is extremely high ({{facets.N6.percentile}}th percentile).
facet_deep_N6_extreme_low_zh,facets_deepdive,facet,N6,extreme_low,paid,zh-CN,脆弱性 极低,深入解读：脆弱性处于极低区间（百分位 {{facets.N6.percentile}}）。
facet_deep_N6_extreme_high_zh,facets_deepdive,facet,N6,extreme_high,paid,zh-CN,脆弱性 极高,深入解读：脆弱性处于极高区间（百分位 {{facets.N6.percentile}}）。
facet_deep_E1_extreme_low_en,facets_deepdive,facet,E1,extreme_low,paid,en,Friendliness extreme low,Detailed insight: Friendliness is extremely low ({{facets.E1.percentile}}th percentile).
facet_deep_E1_extreme_high_en,facets_deepdive,facet,E1,extreme_high,paid,en,Friendliness extreme high,Detailed insight: Friendliness is extremely high ({{facets.E1.percentile}}th percentile).
facet_deep_E1_extreme_low_zh,facets_deepdive,facet,E1,extreme_low,paid,zh-CN,友善 极低,深入解读：友善处于极低区间（百分位 {{facets.E1.percentile}}）。
facet_deep_E1_extreme_high_zh,facets_deepdive,facet,E1,extreme_high,paid,zh-CN,友善 极高,深入解读：友善处于极高区间（百分位 {{facets.E1.percentile}}）。
facet_deep_E2_extreme_low_en,facets_deepdive,facet,E2,extreme_low,paid,en,Gregariousness extreme low,Detailed insight: Gregariousness is extremely low ({{facets.E2.percentile}}th percentile).
facet_deep_E2_extreme_high_en,facets_deepdive,facet,E2,extreme_high,paid,en,Gregariousness extreme high,Detailed insight: Gregariousness is extremely high ({{facets.E2.percentile}}th percentile).
facet_deep_E2_extreme_low_zh,facets_deepdive,facet,E2,extreme_low,paid,zh-CN,合群 极低,深入解读：合群处于极低区间（百分位 {{facets.E2.percentile}}）。
facet_deep_E2_extreme_high_zh,facets_deepdive,facet,E2,extreme_high,paid,zh-CN,合群 极高,深入解读：合群处于极高区间（百分位 {{facets.E2.percentile}}）。
facet_deep_E3_extreme_low_en,facets_deepdive,facet,E3,extreme_low,paid,en,Assertiveness extreme low,Detailed insight: Assertiveness is extremely low ({{facets.E3.percentile}}th percentile).
facet_deep_E3_extreme_high_en,facets_deepdive,facet,E3,extreme_high,paid,en,Assertiveness extreme high,Detailed insight: Assertiveness is extremely high ({{facets.E3.percentile}}th percentile).
facet_deep_E3_extreme_low_zh,facets_deepdive,facet,E3,extreme_low,paid,zh-CN,果断表达 极低,深入解读：果断表达处于极低区间（百分位 {{facets.E3.percentile}}）。
facet_deep_E3_extreme_high_zh,facets_deepdive,facet,E3,extreme_high,paid,zh-CN,果断表达 极高,深入解读：果断表达处于极高区间（百分位 {{facets.E3.percentile}}）。
facet_deep_E4_extreme_low_en,facets_deepdive,facet,E4,extreme_low,paid,en,Activity Level extreme low,Detailed insight: Activity Level is extremely low ({{facets.E4.percentile}}th percentile).
facet_deep_E4_extreme_high_en,facets_deepdive,facet,E4,extreme_high,paid,en,Activity Level extreme high,Detailed insight: Activity Level is extremely high ({{facets.E4.percentile}}th percentile).
facet_deep_E4_extreme_low_zh,facets_deepdive,facet,E4,extreme_low,paid,zh-CN,活跃度 极低,深入解读：活跃度处于极低区间（百分位 {{facets.E4.percentile}}）。
facet_deep_E4_extreme_high_zh,facets_deepdive,facet,E4,extreme_high,paid,zh-CN,活跃度 极高,深入解读：活跃度处于极高区间（百分位 {{facets.E4.percentile}}）。
facet_deep_E5_extreme_low_en,facets_deepdive,facet,E5,extreme_low,paid,en,Excitement-Seeking extreme low,Detailed insight: Excitement-Seeking is extremely low ({{facets.E5.percentile}}th percentile).
facet_deep_E5_extreme_high_en,facets_deepdive,facet,E5,extreme_high,paid,en,Excitement-Seeking extreme high,Detailed insight: Excitement-Seeking is extremely high ({{facets.E5.percentile}}th percentile).
facet_deep_E5_extreme_low_zh,facets_deepdive,facet,E5,extreme_low,paid,zh-CN,刺激追求 极低,深入解读：刺激追求处于极低区间（百分位 {{facets.E5.percentile}}）。
facet_deep_E5_extreme_high_zh,facets_deepdive,facet,E5,extreme_high,paid,zh-CN,刺激追求 极高,深入解读：刺激追求处于极高区间（百分位 {{facets.E5.percentile}}）。
facet_deep_E6_extreme_low_en,facets_deepdive,facet,E6,extreme_low,paid,en,Cheerfulness extreme low,Detailed insight: Cheerfulness is extremely low ({{facets.E6.percentile}}th percentile).
facet_deep_E6_extreme_high_en,facets_deepdive,facet,E6,extreme_high,paid,en,Cheerfulness extreme high,Detailed insight: Cheerfulness is extremely high ({{facets.E6.percentile}}th percentile).
facet_deep_E6_extreme_low_zh,facets_deepdive,facet,E6,extreme_low,paid,zh-CN,乐观愉悦 极低,深入解读：乐观愉悦处于极低区间（百分位 {{facets.E6.percentile}}）。
facet_deep_E6_extreme_high_zh,facets_deepdive,facet,E6,extreme_high,paid,zh-CN,乐观愉悦 极高,深入解读：乐观愉悦处于极高区间（百分位 {{facets.E6.percentile}}）。
facet_deep_O1_extreme_low_en,facets_deepdive,facet,O1,extreme_low,paid,en,Imagination extreme low,Detailed insight: Imagination is extremely low ({{facets.O1.percentile}}th percentile).
facet_deep_O1_extreme_high_en,facets_deepdive,facet,O1,extreme_high,paid,en,Imagination extreme high,Detailed insight: Imagination is extremely high ({{facets.O1.percentile}}th percentile).
facet_deep_O1_extreme_low_zh,facets_deepdive,facet,O1,extreme_low,paid,zh-CN,想象力 极低,深入解读：想象力处于极低区间（百分位 {{facets.O1.percentile}}）。
facet_deep_O1_extreme_high_zh,facets_deepdive,facet,O1,extreme_high,paid,zh-CN,想象力 极高,深入解读：想象力处于极高区间（百分位 {{facets.O1.percentile}}）。
facet_deep_O2_extreme_low_en,facets_deepdive,facet,O2,extreme_low,paid,en,Artistic Interests extreme low,Detailed insight: Artistic Interests is extremely low ({{facets.O2.percentile}}th percentile).
facet_deep_O2_extreme_high_en,facets_deepdive,facet,O2,extreme_high,paid,en,Artistic Interests extreme high,Detailed insight: Artistic Interests is extremely high ({{facets.O2.percentile}}th percentile).
facet_deep_O2_extreme_low_zh,facets_deepdive,facet,O2,extreme_low,paid,zh-CN,艺术兴趣 极低,深入解读：艺术兴趣处于极低区间（百分位 {{facets.O2.percentile}}）。
facet_deep_O2_extreme_high_zh,facets_deepdive,facet,O2,extreme_high,paid,zh-CN,艺术兴趣 极高,深入解读：艺术兴趣处于极高区间（百分位 {{facets.O2.percentile}}）。
facet_deep_O3_extreme_low_en,facets_deepdive,facet,O3,extreme_low,paid,en,Emotionality extreme low,Detailed insight: Emotionality is extremely low ({{facets.O3.percentile}}th percentile).
facet_deep_O3_extreme_high_en,facets_deepdive,facet,O3,extreme_high,paid,en,Emotionality extreme high,Detailed insight: Emotionality is extremely high ({{facets.O3.percentile}}th percentile).
facet_deep_O3_extreme_low_zh,facets_deepdive,facet,O3,extreme_low,paid,zh-CN,情感感受性 极低,深入解读：情感感受性处于极低区间（百分位 {{facets.O3.percentile}}）。
facet_deep_O3_extreme_high_zh,facets_deepdive,facet,O3,extreme_high,paid,zh-CN,情感感受性 极高,深入解读：情感感受性处于极高区间（百分位 {{facets.O3.percentile}}）。
facet_deep_O4_extreme_low_en,facets_deepdive,facet,O4,extreme_low,paid,en,Adventurousness extreme low,Detailed insight: Adventurousness is extremely low ({{facets.O4.percentile}}th percentile).
facet_deep_O4_extreme_high_en,facets_deepdive,facet,O4,extreme_high,paid,en,Adventurousness extreme high,Detailed insight: Adventurousness is extremely high ({{facets.O4.percentile}}th percentile).
facet_deep_O4_extreme_low_zh,facets_deepdive,facet,O4,extreme_low,paid,zh-CN,冒险尝新 极低,深入解读：冒险尝新处于极低区间（百分位 {{facets.O4.percentile}}）。
facet_deep_O4_extreme_high_zh,facets_deepdive,facet,O4,extreme_high,paid,zh-CN,冒险尝新 极高,深入解读：冒险尝新处于极高区间（百分位 {{facets.O4.percentile}}）。
facet_deep_O5_extreme_low_en,facets_deepdive,facet,O5,extreme_low,paid,en,Intellect extreme low,Detailed insight: Intellect is extremely low ({{facets.O5.percentile}}th percentile).
facet_deep_O5_extreme_high_en,facets_deepdive,facet,O5,extreme_high,paid,en,Intellect extreme high,Detailed insight: Intellect is extremely high ({{facets.O5.percentile}}th percentile).
facet_deep_O5_extreme_low_zh,facets_deepdive,facet,O5,extreme_low,paid,zh-CN,思辨智性 极低,深入解读：思辨智性处于极低区间（百分位 {{facets.O5.percentile}}）。
facet_deep_O5_extreme_high_zh,facets_deepdive,facet,O5,extreme_high,paid,zh-CN,思辨智性 极高,深入解读：思辨智性处于极高区间（百分位 {{facets.O5.percentile}}）。
facet_deep_O6_extreme_low_en,facets_deepdive,facet,O6,extreme_low,paid,en,Liberalism extreme low,Detailed insight: Liberalism is extremely low ({{facets.O6.percentile}}th percentile).
facet_deep_O6_extreme_high_en,facets_deepdive,facet,O6,extreme_high,paid,en,Liberalism extreme high,Detailed insight: Liberalism is extremely high ({{facets.O6.percentile}}th percentile).
facet_deep_O6_extreme_low_zh,facets_deepdive,facet,O6,extreme_low,paid,zh-CN,价值开放 极低,深入解读：价值开放处于极低区间（百分位 {{facets.O6.percentile}}）。
facet_deep_O6_extreme_high_zh,facets_deepdive,facet,O6,extreme_high,paid,zh-CN,价值开放 极高,深入解读：价值开放处于极高区间（百分位 {{facets.O6.percentile}}）。
facet_deep_A1_extreme_low_en,facets_deepdive,facet,A1,extreme_low,paid,en,Trust extreme low,Detailed insight: Trust is extremely low ({{facets.A1.percentile}}th percentile).
facet_deep_A1_extreme_high_en,facets_deepdive,facet,A1,extreme_high,paid,en,Trust extreme high,Detailed insight: Trust is extremely high ({{facets.A1.percentile}}th percentile).
facet_deep_A1_extreme_low_zh,facets_deepdive,facet,A1,extreme_low,paid,zh-CN,信任 极低,深入解读：信任处于极低区间（百分位 {{facets.A1.percentile}}）。
facet_deep_A1_extreme_high_zh,facets_deepdive,facet,A1,extreme_high,paid,zh-CN,信任 极高,深入解读：信任处于极高区间（百分位 {{facets.A1.percentile}}）。
facet_deep_A2_extreme_low_en,facets_deepdive,facet,A2,extreme_low,paid,en,Morality extreme low,Detailed insight: Morality is extremely low ({{facets.A2.percentile}}th percentile).
facet_deep_A2_extreme_high_en,facets_deepdive,facet,A2,extreme_high,paid,en,Morality extreme high,Detailed insight: Morality is extremely high ({{facets.A2.percentile}}th percentile).
facet_deep_A2_extreme_low_zh,facets_deepdive,facet,A2,extreme_low,paid,zh-CN,道德坦诚 极低,深入解读：道德坦诚处于极低区间（百分位 {{facets.A2.percentile}}）。
facet_deep_A2_extreme_high_zh,facets_deepdive,facet,A2,extreme_high,paid,zh-CN,道德坦诚 极高,深入解读：道德坦诚处于极高区间（百分位 {{facets.A2.percentile}}）。
